record_name,subject_id,segment_idx,fs,sqi_score,quality_grade,snr_db,perfusion_index,channel_name,global_segment_idx,batch_num,demo_id,real_subject_id,subject_id_int
p00/p000124/3776642_0018,p000124,1,125,1.0,Excellent,45.31383032027133,1745806.5389265404,PLETH,326,3.0,124,10124,124
p00/p000124/3776642_0018,p000124,2,125,1.0,Excellent,47.10114334535055,1130398.6397102007,PLETH,327,3.0,124,10124,124
p00/p000124/3776642_0028,p000124,0,125,1.0,Excellent,44.86732901777725,671465.5616858486,PLETH,328,3.0,124,10124,124
p00/p000124/3776642_0028,p000124,1,125,1.0,Excellent,43.03008420701631,620690.7326010416,PLETH,329,3.0,124,10124,124
p00/p000124/3776642_0023,p000124,0,125,1.0,Excellent,42.12475500095355,449610.55259604525,PLETH,330,3.0,124,10124,124
p00/p000124/3776642_0023,p000124,1,125,1.0,Excellent,43.47154593927276,1281428.9666722785,PLETH,331,3.0,124,10124,124
p00/p000124/3776642_0023,p000124,2,125,1.0,Excellent,47.255568911681195,1445922.2985183245,PLETH,332,3.0,124,10124,124
p00/p000124/3931528_0027,p000124,0,125,1.0,Excellent,41.13521320002295,2501878.5322507224,PLETH,333,3.0,124,10124,124
p00/p000124/3931528_0027,p000124,1,125,1.0,Excellent,43.49059213559505,1638957.3246330277,PLETH,334,3.0,124,10124,124
p00/p000124/3931528_0027,p000124,2,125,1.0,Excellent,41.904839359487426,1248009.0857538364,PLETH,335,3.0,124,10124,124
p00/p000124/3931528_0041,p000124,0,125,1.0,Excellent,45.80179113500476,1294927.0487130661,PLETH,336,3.0,124,10124,124
p00/p000124/3931528_0041,p000124,1,125,0.8999999999999999,Excellent,52.26832493603549,2017806.9154910503,PLETH,337,3.0,124,10124,124
p00/p000124/3931528_0041,p000124,2,125,0.8999999999999999,Excellent,47.61247930057726,375852.8397854955,PLETH,338,3.0,124,10124,124
p00/p000124/3931528_0006,p000124,0,125,1.0,Excellent,47.07389184549325,531145.4783038122,PLETH,339,3.0,124,10124,124
p00/p000124/3931528_0006,p000124,1,125,1.0,Excellent,42.395109747922376,510380.2896039344,PLETH,340,3.0,124,10124,124
p00/p000124/3931528_0006,p000124,2,125,1.0,Excellent,48.64282875969019,1018903.4361871212,PLETH,341,3.0,124,10124,124
p00/p000124/3931528_0067,p000124,0,125,0.9773146460025528,Excellent,37.407388114577465,1296574.1290804294,PLETH,342,3.0,124,10124,124
p00/p000124/3931528_0067,p000124,1,125,0.8999999999999999,Excellent,41.106040138934965,1836363.6995602457,PLETH,343,3.0,124,10124,124
p00/p000124/3931528_0067,p000124,2,125,0.8921439348880336,Excellent,39.102163987203845,1964444.1262975743,PLETH,344,3.0,124,10124,124
p00/p000124/3931528_0070,p000124,0,125,1.0,Excellent,40.5204097071346,789369.3722263738,PLETH,345,3.0,124,10124,124
p00/p000124/3931528_0070,p000124,1,125,1.0,Excellent,41.57104585304869,1552871.400534793,PLETH,346,3.0,124,10124,124
p00/p000124/3931528_0070,p000124,2,125,1.0,Excellent,41.21002848613984,1173577.2618625152,PLETH,347,3.0,124,10124,124
p00/p000124/3931528_0074,p000124,0,125,1.0,Excellent,42.27978329414594,1624758.2669745018,PLETH,348,3.0,124,10124,124
p00/p000124/3931528_0074,p000124,1,125,1.0,Excellent,51.62448766908095,742397.572026914,PLETH,349,3.0,124,10124,124
p00/p000124/3931528_0074,p000124,2,125,0.8999999999999999,Excellent,51.88846325830624,1952007.5270638273,PLETH,350,3.0,124,10124,124
p00/p000124/3931528_0081,p000124,0,125,1.0,Excellent,53.230233703491194,2882750.1258094665,PLETH,351,3.0,124,10124,124
p00/p000124/3931528_0081,p000124,1,125,1.0,Excellent,51.91009770396284,823697.2066903904,PLETH,352,3.0,124,10124,124
p00/p000124/3931528_0081,p000124,2,125,1.0,Excellent,43.68876891307278,1800210.9596404124,PLETH,353,3.0,124,10124,124
p00/p000124/3931528_0047,p000124,0,125,1.0,Excellent,47.35254037293622,2650336.097380001,PLETH,354,3.0,124,10124,124
p00/p000124/3931528_0047,p000124,1,125,1.0,Excellent,40.432808544481006,886150.3072825755,PLETH,355,3.0,124,10124,124
p00/p000124/3931528_0047,p000124,2,125,1.0,Excellent,41.819937205287125,2902913.2566993777,PLETH,356,3.0,124,10124,124
p00/p000124/3931528_0093,p000124,0,125,1.0,Excellent,44.592242353930004,210224.81310704985,PLETH,357,3.0,124,10124,124
p00/p000124/3931528_0093,p000124,1,125,0.8999999999999999,Excellent,51.07080756445125,1521439.7942227952,PLETH,358,3.0,124,10124,124
p00/p000124/3931528_0093,p000124,2,125,0.8999999999999999,Excellent,51.9930931977516,2048526.8858035882,PLETH,359,3.0,124,10124,124
