record_name,subject_id,segment_idx,fs,sqi_score,quality_grade,snr_db,perfusion_index,channel_name,global_segment_idx,batch_num,demo_id,real_subject_id,subject_id_int
p00/p000124/3931528_0084,p000124,0,125,1.0,Excellent,40.69162379008744,836845.122846649,PLETH,360,3.0,124,10124,124
p00/p000124/3931528_0084,p000124,1,125,1.0,Excellent,40.163575850716825,1128819.5998403365,PLETH,361,3.0,124,10124,124
p00/p000124/3931528_0084,p000124,2,125,1.0,Excellent,48.445721292653005,3008466.732700373,PLETH,362,3.0,124,10124,124
p00/p000124/3931528_0116,p000124,0,125,1.0,Excellent,51.77313615978225,1765747.2846229223,PLETH,363,4.0,124,10124,124
p00/p000124/3931528_0116,p000124,1,125,1.0,Excellent,46.90892632995633,1525913.0905195891,PLETH,364,4.0,124,10124,124
p00/p000124/3931528_0116,p000124,2,125,1.0,Excellent,44.65864551914243,3695717.6524157403,PLETH,365,4.0,124,10124,124
p00/p000124/3931528_0110,p000124,0,125,1.0,Excellent,47.367680704963604,751761.3370769006,PLETH,366,4.0,124,10124,124
p00/p000124/3931528_0110,p000124,1,125,1.0,Excellent,49.44699566831154,1092596.5853948724,PLETH,367,4.0,124,10124,124
p00/p000124/3931528_0110,p000124,2,125,1.0,Excellent,44.96021382962324,724132.8876997161,PLETH,368,4.0,124,10124,124
p00/p000124/3931528_0113,p000124,0,125,1.0,Excellent,45.16434130014857,1553491.0160820049,PLETH,369,4.0,124,10124,124
p00/p000124/3931528_0113,p000124,1,125,1.0,Excellent,43.118045253879615,1608002.0272162082,PLETH,370,4.0,124,10124,124
p00/p000124/3931528_0113,p000124,2,125,1.0,Excellent,50.1536196937115,1799569.1176806511,PLETH,371,4.0,124,10124,124
p00/p000124/3931528_0134,p000124,0,125,1.0,Excellent,43.652109590448454,699245.574868739,PLETH,372,4.0,124,10124,124
p00/p000124/3931528_0134,p000124,1,125,1.0,Excellent,50.15617509572937,1946455.626077761,PLETH,373,4.0,124,10124,124
p00/p000124/3931528_0134,p000124,2,125,1.0,Excellent,40.73571582537056,601214.1626602913,PLETH,374,4.0,124,10124,124
p00/p000124/3931528_0131,p000124,0,125,1.0,Excellent,50.33086062484973,1604076.8814405457,PLETH,375,4.0,124,10124,124
p00/p000124/3931528_0131,p000124,1,125,1.0,Excellent,41.56224351251295,797142.3148975959,PLETH,376,4.0,124,10124,124
p00/p000124/3931528_0131,p000124,2,125,1.0,Excellent,47.52796962748014,1306659.8395315888,PLETH,377,4.0,124,10124,124
p00/p000124/3931528_0128,p000124,0,125,1.0,Excellent,45.252439748242566,2535335.7424110565,PLETH,378,4.0,124,10124,124
p00/p000124/3931528_0128,p000124,1,125,1.0,Excellent,46.256901463175744,1140537.164640374,PLETH,379,4.0,124,10124,124
p00/p000124/3931528_0128,p000124,2,125,1.0,Excellent,41.54218856569205,569908.930392729,PLETH,380,4.0,124,10124,124
p00/p000124/3931528_0142,p000124,0,125,0.8999999999999999,Excellent,40.01394356788146,658560.7858490022,PLETH,381,4.0,124,10124,124
p00/p000124/3931528_0142,p000124,1,125,0.8999999999999999,Excellent,48.98479623836547,2025374.9098708697,PLETH,382,4.0,124,10124,124
p00/p000124/3931528_0142,p000124,2,125,0.8999999999999999,Excellent,40.726963586273754,553979.9067290281,PLETH,383,4.0,124,10124,124
p00/p000124/3931528_0151,p000124,0,125,1.0,Excellent,44.31409194687952,1195988.159891655,PLETH,384,4.0,124,10124,124
p00/p000124/3931528_0151,p000124,1,125,0.8999999999999999,Excellent,44.597300396780426,789907.3592172326,PLETH,385,4.0,124,10124,124
p00/p000124/3931528_0151,p000124,2,125,0.8999999999999999,Excellent,45.48648508505021,859426.7259293976,PLETH,386,4.0,124,10124,124
p00/p000124/3931528_0157,p000124,0,125,1.0,Excellent,40.3764690635974,632431.0454525233,PLETH,387,4.0,124,10124,124
p00/p000124/3931528_0145,p000124,0,125,1.0,Excellent,43.7432887515713,1172482.705250783,PLETH,388,4.0,124,10124,124
p00/p000124/3931528_0145,p000124,1,125,1.0,Excellent,45.86300630408787,1665615.3713989407,PLETH,389,4.0,124,10124,124
p00/p000124/3931528_0145,p000124,2,125,0.9936129085979548,Excellent,39.270046696909134,831114.1131241072,PLETH,390,4.0,124,10124,124
p00/p000124/3931528_0161,p000124,0,125,1.0,Excellent,48.608244345866474,1212946.008416722,PLETH,391,4.0,124,10124,124
p00/p000124/3931528_0161,p000124,1,125,1.0,Excellent,41.48769101490294,920658.1193596503,PLETH,392,4.0,124,10124,124
p00/p000124/3931528_0161,p000124,2,125,0.9760055217571824,Excellent,37.25777391510656,839247.2699968254,PLETH,393,4.0,124,10124,124
p00/p000124/3931528_0164,p000124,0,125,1.0,Excellent,47.88707799511178,1553793.3307189518,PLETH,394,4.0,124,10124,124
p00/p000124/3931528_0164,p000124,1,125,1.0,Excellent,44.7883494530317,1015572.8977605387,PLETH,395,4.0,124,10124,124
p00/p000124/3931528_0164,p000124,2,125,1.0,Excellent,43.55472390034351,789457.3604057262,PLETH,396,4.0,124,10124,124
p00/p000124/3931528_0148,p000124,0,125,1.0,Excellent,43.5288241137269,1063632.0104918987,PLETH,397,4.0,124,10124,124
p00/p000124/3931528_0148,p000124,1,125,1.0,Excellent,40.65146751074678,574334.1393772747,PLETH,398,4.0,124,10124,124
p00/p000124/3931528_0148,p000124,2,125,0.994056700020882,Excellent,39.32076571667224,815545.569626416,PLETH,399,4.0,124,10124,124
p00/p000124/3931528_0167,p000124,0,125,1.0,Excellent,46.96269609866893,1484853.291041593,PLETH,400,4.0,124,10124,124
p00/p000124/3931528_0167,p000124,1,125,1.0,Excellent,43.50067555773875,1286363.8345358474,PLETH,401,4.0,124,10124,124
p00/p000124/3931528_0171,p000124,0,125,1.0,Excellent,44.49208109437101,913806.6541891258,PLETH,402,4.0,124,10124,124
p00/p000124/3931528_0171,p000124,1,125,1.0,Excellent,43.79891203643436,882572.2938067616,PLETH,403,4.0,124,10124,124
p00/p000124/3931528_0171,p000124,2,125,0.8999999999999999,Excellent,47.47941988486662,2116028.698671988,PLETH,404,4.0,124,10124,124
p00/p000124/3931528_0174,p000124,0,125,1.0,Excellent,52.174990606915614,2528309.1111856676,PLETH,405,4.0,124,10124,124
p00/p000124/3931528_0193,p000124,0,125,0.9825977103291677,Excellent,38.01116689476202,1248312.3476403044,PLETH,406,4.0,124,10124,124
p00/p000124/3931528_0191,p000124,0,125,1.0,Excellent,43.58942455237486,1462888.7053716914,PLETH,407,4.0,124,10124,124
p00/p000124/3931528_0191,p000124,1,125,1.0,Excellent,41.2529742365075,845819.6977644059,PLETH,408,4.0,124,10124,124
p00/p000124/3931528_0191,p000124,2,125,1.0,Excellent,42.566683326947164,1311094.9020174833,PLETH,409,4.0,124,10124,124
p00/p000124/3931528_0198,p000124,0,125,1.0,Excellent,41.068305388155366,1152612.536525766,PLETH,410,4.0,124,10124,124
p00/p000124/3931528_0198,p000124,1,125,1.0,Excellent,40.33606622798166,958756.9991942509,PLETH,411,4.0,124,10124,124
p00/p000124/3931528_0198,p000124,2,125,1.0,Excellent,44.77277033039329,5156251.08477053,PLETH,412,4.0,124,10124,124
p00/p000124/3931528_0179,p000124,0,125,1.0,Excellent,43.46131347545555,1049325.0089627798,PLETH,413,4.0,124,10124,124
p00/p000124/3931528_0179,p000124,1,125,1.0,Excellent,42.9590121102581,1066210.3446146455,PLETH,414,4.0,124,10124,124
p00/p000124/3931528_0179,p000124,2,125,1.0,Excellent,44.0434189235431,1325201.59261654,PLETH,415,4.0,124,10124,124
p00/p000124/3931528_0195,p000124,0,125,1.0,Excellent,41.49258624169782,1530628.3291260507,PLETH,416,4.0,124,10124,124
p00/p000124/3931528_0195,p000124,1,125,1.0,Excellent,42.52998499370597,1966485.9650005186,PLETH,417,4.0,124,10124,124
p00/p000124/3931528_0195,p000124,2,125,1.0,Excellent,41.34483750888453,1350250.6244961743,PLETH,418,4.0,124,10124,124
p00/p000124/3931528_0182,p000124,0,125,1.0,Excellent,42.47198533882215,1133075.8102713106,PLETH,419,4.0,124,10124,124
p00/p000124/3931528_0182,p000124,1,125,1.0,Excellent,40.70144750260626,856730.7415555355,PLETH,420,4.0,124,10124,124
p00/p000124/3931528_0182,p000124,2,125,1.0,Excellent,45.1030743304715,1502420.2560118737,PLETH,421,4.0,124,10124,124
p00/p000124/3931528_0185,p000124,0,125,0.9749886256462994,Excellent,37.14155721671993,619107.2212436281,PLETH,422,4.0,124,10124,124
p00/p000124/3931528_0185,p000124,1,125,0.9737353343122428,Excellent,36.998323921399184,645913.4246676081,PLETH,423,4.0,124,10124,124
p00/p000124/3931528_0185,p000124,2,125,0.8999999999999999,Excellent,42.027099903488676,1265025.9826269501,PLETH,424,4.0,124,10124,124
p00/p000124/3931528_0202,p000124,0,125,1.0,Excellent,42.67957041552456,5340449.32675197,PLETH,425,4.0,124,10124,124
p00/p000124/3931528_0202,p000124,1,125,1.0,Excellent,43.440369762911345,2170428.1123662824,PLETH,426,4.0,124,10124,124
p00/p000124/3931528_0202,p000124,2,125,1.0,Excellent,46.69191037760588,2169944.3972236523,PLETH,427,4.0,124,10124,124
p00/p000124/3931528_0188,p000124,0,125,1.0,Excellent,46.69924246107474,2225485.0065863207,PLETH,428,4.0,124,10124,124
p00/p000124/3931528_0188,p000124,1,125,1.0,Excellent,43.59175710342883,1834006.1701209687,PLETH,429,4.0,124,10124,124
p00/p000124/3931528_0188,p000124,2,125,1.0,Excellent,40.11702781738891,816663.5901606318,PLETH,430,4.0,124,10124,124
p00/p000124/3931528_0204,p000124,0,125,1.0,Excellent,40.687330982359285,800411.5404673199,PLETH,431,4.0,124,10124,124
p00/p000124/3931528_0204,p000124,1,125,1.0,Excellent,40.54138833432642,3767939.304630647,PLETH,432,4.0,124,10124,124
p00/p000124/3931528_0204,p000124,2,125,1.0,Excellent,40.1877163980377,2242524.191036888,PLETH,433,4.0,124,10124,124
p00/p000124/3931528_0207,p000124,0,125,0.9866337462005632,Excellent,38.47242813720723,963713.5067108789,PLETH,434,4.0,124,10124,124
p00/p000124/3931528_0207,p000124,1,125,0.9866011063983193,Excellent,38.46869787409365,2259341.8609092394,PLETH,435,4.0,124,10124,124
p00/p000124/3931528_0207,p000124,2,125,0.9862469329140839,Excellent,38.42822090446675,1104076.5647131212,PLETH,436,4.0,124,10124,124
p00/p000124/3931528_0209,p000124,0,125,1.0,Excellent,40.49072744728723,4563638.221669032,PLETH,437,4.0,124,10124,124
p00/p000124/3931528_0209,p000124,1,125,1.0,Excellent,40.17012006388836,1336332.9176250335,PLETH,438,4.0,124,10124,124
p00/p000124/3931528_0209,p000124,2,125,0.9785643678981448,Excellent,37.55021347407371,2579714.3656532057,PLETH,439,4.0,124,10124,124
p00/p000124/3931528_0211,p000124,0,125,1.0,Excellent,41.8823153115149,1539206.7012024538,PLETH,443,4.0,124,10124,124
p00/p000124/3931528_0211,p000124,1,125,1.0,Excellent,41.66859453480576,2027492.9557186181,PLETH,444,4.0,124,10124,124
p00/p000124/3931528_0211,p000124,2,125,1.0,Excellent,40.60101973162397,628346.8556223601,PLETH,445,4.0,124,10124,124
